"Leaf_ID";"Experiment";"Phenotyping_type";"NIRS.908.1";"NIRS.914.294";"NIRS.920.489";"NIRS.926.683";"NIRS.932.877";"NIRS.939.072";"NIRS.945.266";"NIRS.951.46";"NIRS.957.655";"NIRS.963.849";"NIRS.970.044";"NIRS.976.238";"NIRS.982.432";"NIRS.988.627";"NIRS.994.821";"NIRS.1001.015";"NIRS.1007.21";"NIRS.1013.404";"NIRS.1019.598";"NIRS.1025.793";"NIRS.1031.987";"NIRS.1038.181";"NIRS.1044.376";"NIRS.1050.57";"NIRS.1056.764";"NIRS.1062.959";"NIRS.1069.153";"NIRS.1075.348";"NIRS.1081.542";"NIRS.1087.736";"NIRS.1093.931";"NIRS.1100.125";"NIRS.1106.319";"NIRS.1112.514";"NIRS.1118.708";"NIRS.1124.902";"NIRS.1131.097";"NIRS.1137.291";"NIRS.1143.485";"NIRS.1149.68";"NIRS.1155.874";"NIRS.1162.069";"NIRS.1168.263";"NIRS.1174.457";"NIRS.1180.652";"NIRS.1186.846";"NIRS.1193.04";"NIRS.1199.235";"NIRS.1205.429";"NIRS.1211.623";"NIRS.1217.818";"NIRS.1224.012";"NIRS.1230.206";"NIRS.1236.401";"NIRS.1242.595";"NIRS.1248.789";"NIRS.1254.984";"NIRS.1261.178";"NIRS.1267.373";"NIRS.1273.567";"NIRS.1279.761";"NIRS.1285.956";"NIRS.1292.15";"NIRS.1298.344";"NIRS.1304.539";"NIRS.1310.733";"NIRS.1316.927";"NIRS.1323.122";"NIRS.1329.316";"NIRS.1335.51";"NIRS.1341.705";"NIRS.1347.899";"NIRS.1354.094";"NIRS.1360.288";"NIRS.1366.482";"NIRS.1372.677";"NIRS.1378.871";"NIRS.1385.065";"NIRS.1391.26";"NIRS.1397.454";"NIRS.1403.648";"NIRS.1409.843";"NIRS.1416.037";"NIRS.1422.231";"NIRS.1428.426";"NIRS.1434.62";"NIRS.1440.814";"NIRS.1447.009";"NIRS.1453.203";"NIRS.1459.398";"NIRS.1465.592";"NIRS.1471.786";"NIRS.1477.981";"NIRS.1484.175";"NIRS.1490.369";"NIRS.1496.564";"NIRS.1502.758";"NIRS.1508.952";"NIRS.1515.147";"NIRS.1521.341";"NIRS.1527.535";"NIRS.1533.73";"NIRS.1539.924";"NIRS.1546.119";"NIRS.1552.313";"NIRS.1558.507";"NIRS.1564.702";"NIRS.1570.896";"NIRS.1577.09";"NIRS.1583.285";"NIRS.1589.479";"NIRS.1595.673";"NIRS.1601.868";"NIRS.1608.062";"NIRS.1614.256";"NIRS.1620.451";"NIRS.1626.645";"NIRS.1632.839";"NIRS.1639.034";"NIRS.1645.228";"NIRS.1651.423";"NIRS.1657.617";"NIRS.1663.811";"NIRS.1670.006";"NIRS.1676.2"
"4038_23/07/21";"Outdoor";"HT";0.5980631;0.6326991;0.6582637;0.7118565;0.7670081;0.7905531;0.8093416;0.8174312;0.8172906;0.8108128;0.8032767;0.8026204;0.7998472;0.7993840;0.8033685;0.8111595;0.8201561;0.8287887;0.8360176;0.8433643;0.8507369;0.8567977;0.8617405;0.8663288;0.8697552;0.8731552;0.8755883;0.8774127;0.8792004;0.8806541;0.8827190;0.8851667;0.8873673;0.8906852;0.8915658;0.8883085;0.8784086;0.8625864;0.8437733;0.8256761;0.8108270;0.8009461;0.7959628;0.7939429;0.7929680;0.7917939;0.7915063;0.7926837;0.7948777;0.7971086;0.7994964;0.8018228;0.8038040;0.8059510;0.8083328;0.8106145;0.8128515;0.8150869;0.8154832;0.8140173;0.8113889;0.8079398;0.8035328;0.7981513;0.7911418;0.7819197;0.7699911;0.7562741;0.7413876;0.7248387;0.7089317;0.6944689;0.6798922;0.6636597;0.6433270;0.6146339;0.5732398;0.5184740;0.4562427;0.3978207;0.3508236;0.3173033;0.2950704;0.2809815;0.2721290;0.2669646;0.2642665;0.2630920;0.2629973;0.2645134;0.2683913;0.2741702;0.2818684;0.2906994;0.2999519;0.3099358;0.3209749;0.3322964;0.3443179;0.3565202;0.3686171;0.3809049;0.3931350;0.4049072;0.4165145;0.4278457;0.4386630;0.4492260;0.4591597;0.4680104;0.4765650;0.4848204;0.4925683;0.4998181;0.5063458;0.5120344;0.5174325;0.5224266;0.5269620;0.5308779;0.5339748;0.5365358;0.5386463;0.5400055;0.5409325
"4039_21/07/21";"Outdoor";"HT";0.6201116;0.6520808;0.6804845;0.7169016;0.7512985;0.7738188;0.7922273;0.8021887;0.8050765;0.8053834;0.8074905;0.8101377;0.8126704;0.8164816;0.8220580;0.8282807;0.8352234;0.8410162;0.8466008;0.8524572;0.8574466;0.8614572;0.8649285;0.8678442;0.8700929;0.8721190;0.8731667;0.8739193;0.8741927;0.8738148;0.8734532;0.8731290;0.8722759;0.8712939;0.8693880;0.8642685;0.8541287;0.8373852;0.8168131;0.7976354;0.7839296;0.7762194;0.7725082;0.7708039;0.7697390;0.7684687;0.7681483;0.7692367;0.7716134;0.7742997;0.7774372;0.7804973;0.7831578;0.7857757;0.7882247;0.7902899;0.7919960;0.7932094;0.7932315;0.7918955;0.7893336;0.7856594;0.7806251;0.7740206;0.7655760;0.7547592;0.7411950;0.7254726;0.7083489;0.6899798;0.6721411;0.6556005;0.6395560;0.6223794;0.6013415;0.5722398;0.5308656;0.4771301;0.4172858;0.3619054;0.3182228;0.2874085;0.2672713;0.2547251;0.2468925;0.2424875;0.2402019;0.2393206;0.2393482;0.2407815;0.2442369;0.2494930;0.2564085;0.2644372;0.2730587;0.2823558;0.2926563;0.3033427;0.3146371;0.3261767;0.3376909;0.3493617;0.3609192;0.3720748;0.3831789;0.3938543;0.4040098;0.4139081;0.4232793;0.4318202;0.4400395;0.4479949;0.4553344;0.4623644;0.4686862;0.4742311;0.4795202;0.4843202;0.4885144;0.4921372;0.4950844;0.4973313;0.4989435;0.4997609;0.5000206
"4045_21/07/21";"Outdoor";"HT";0.6234894;0.6560120;0.6838480;0.7199950;0.7539929;0.7756882;0.7937824;0.8031912;0.8055334;0.8057862;0.8078005;0.8106320;0.8130828;0.8169246;0.8223264;0.8284974;0.8353114;0.8415182;0.8470383;0.8526636;0.8577551;0.8616682;0.8652283;0.8679336;0.8701820;0.8719973;0.8728581;0.8734332;0.8737172;0.8734854;0.8729584;0.8723618;0.8714601;0.8705415;0.8686922;0.8636306;0.8533365;0.8362338;0.8152272;0.7959573;0.7825199;0.7752527;0.7719149;0.7705053;0.7697478;0.7686946;0.7684166;0.7695380;0.7717166;0.7741627;0.7770179;0.7798999;0.7825368;0.7850569;0.7873881;0.7893073;0.7909168;0.7920428;0.7919397;0.7904516;0.7878369;0.7839027;0.7786170;0.7718593;0.7631263;0.7521425;0.7384317;0.7224525;0.7051448;0.6867202;0.6688632;0.6523465;0.6363451;0.6191229;0.5978689;0.5684602;0.5266085;0.4726896;0.4130512;0.3582879;0.3152803;0.2851916;0.2656563;0.2535801;0.2460309;0.2417619;0.2396657;0.2388875;0.2389819;0.2405036;0.2440902;0.2494681;0.2566065;0.2647220;0.2734754;0.2829783;0.2934472;0.3044103;0.3159147;0.3276772;0.3394029;0.3513527;0.3631757;0.3745875;0.3859816;0.3968942;0.4073224;0.4174523;0.4270467;0.4357761;0.4441008;0.4521309;0.4595581;0.4666284;0.4729772;0.4785600;0.4838733;0.4886415;0.4927819;0.4963834;0.4993816;0.5017155;0.5034533;0.5044357;0.5049681
"4046_23/07/21";"Outdoor";"HT";0.6647400;0.6969187;0.7275053;0.7619692;0.7941205;0.8156380;0.8335072;0.8437000;0.8471826;0.8481370;0.8500710;0.8536203;0.8573441;0.8612824;0.8661353;0.8717730;0.8783895;0.8839973;0.8890174;0.8939361;0.8986657;0.9024873;0.9055452;0.9085516;0.9104956;0.9119556;0.9129108;0.9129936;0.9129788;0.9125260;0.9116887;0.9107358;0.9091446;0.9073967;0.9048038;0.8994299;0.8891896;0.8724966;0.8518839;0.8328180;0.8195975;0.8125976;0.8093516;0.8078767;0.8066971;0.8052842;0.8049144;0.8055462;0.8073668;0.8096904;0.8125242;0.8156173;0.8184921;0.8210725;0.8235665;0.8257069;0.8274960;0.8287622;0.8287531;0.8273629;0.8247739;0.8208414;0.8156759;0.8090608;0.8002855;0.7891043;0.7753388;0.7592869;0.7416191;0.7229923;0.7046942;0.6875887;0.6711167;0.6536592;0.6319862;0.6016743;0.5583295;0.5018290;0.4384843;0.3797978;0.3334770;0.3007270;0.2792177;0.2656835;0.2572274;0.2523010;0.2496589;0.2487380;0.2488052;0.2503987;0.2541816;0.2599663;0.2677070;0.2767689;0.2866340;0.2975061;0.3091305;0.3212175;0.3338709;0.3466427;0.3593044;0.3720670;0.3847602;0.3969732;0.4091733;0.4208873;0.4318959;0.4426466;0.4527555;0.4620029;0.4707903;0.4793099;0.4871347;0.4945699;0.5012590;0.5071876;0.5127767;0.5177909;0.5221951;0.5260939;0.5293517;0.5318235;0.5336831;0.5348701;0.5355364
"4048_20/07/21";"Outdoor";"HT";0.6848298;0.7155570;0.7432802;0.7826072;0.8192061;0.8411386;0.8582109;0.8682765;0.8700341;0.8688707;0.8696765;0.8719305;0.8738858;0.8769494;0.8819262;0.8872840;0.8938745;0.8999894;0.9050766;0.9102783;0.9148164;0.9185841;0.9218784;0.9242087;0.9263189;0.9282070;0.9290806;0.9293327;0.9296436;0.9293673;0.9290498;0.9285212;0.9278556;0.9274241;0.9260661;0.9215773;0.9127745;0.8980572;0.8799630;0.8632263;0.8509566;0.8439981;0.8408934;0.8395332;0.8387244;0.8377702;0.8375983;0.8386241;0.8405228;0.8427755;0.8450842;0.8474642;0.8497076;0.8517613;0.8536755;0.8554472;0.8570749;0.8582656;0.8582883;0.8568607;0.8543278;0.8509313;0.8463535;0.8403876;0.8327434;0.8229642;0.8107402;0.7965448;0.7807707;0.7638248;0.7472899;0.7318852;0.7165898;0.7000039;0.6792132;0.6496610;0.6065863;0.5491127;0.4833611;0.4208503;0.3704730;0.3343761;0.3104074;0.2952485;0.2858364;0.2802957;0.2774823;0.2764746;0.2765928;0.2785079;0.2828977;0.2895990;0.2984477;0.3087579;0.3198415;0.3317458;0.3446042;0.3579308;0.3718614;0.3858934;0.3998521;0.4137404;0.4275296;0.4407673;0.4536915;0.4662587;0.4780485;0.4894053;0.5001086;0.5098956;0.5191102;0.5279525;0.5361827;0.5439498;0.5509106;0.5570574;0.5628955;0.5681227;0.5726739;0.5766857;0.5800185;0.5826219;0.5846244;0.5858907;0.5867571
"4064_22/07/21";"Outdoor";"HT";0.6741557;0.7048804;0.7353033;0.7686859;0.7998337;0.8216114;0.8384943;0.8479834;0.8514227;0.8534596;0.8557065;0.8596402;0.8634633;0.8672970;0.8721042;0.8774585;0.8834508;0.8886851;0.8933530;0.8981921;0.9025471;0.9060474;0.9091307;0.9118513;0.9136878;0.9149308;0.9157655;0.9157542;0.9155613;0.9149125;0.9135143;0.9123457;0.9108170;0.9088506;0.9060067;0.9004448;0.8903217;0.8742360;0.8541168;0.8356011;0.8225336;0.8152703;0.8119974;0.8103364;0.8089627;0.8076669;0.8073123;0.8078260;0.8096279;0.8120653;0.8148294;0.8177614;0.8206440;0.8231922;0.8256263;0.8275882;0.8291375;0.8302471;0.8301400;0.8287965;0.8264339;0.8226617;0.8174934;0.8107232;0.8018901;0.7906731;0.7768977;0.7606439;0.7427873;0.7238919;0.7054489;0.6882483;0.6719410;0.6547090;0.6334564;0.6036729;0.5607871;0.5045545;0.4414729;0.3824866;0.3356719;0.3023162;0.2801125;0.2661184;0.2572080;0.2518078;0.2488916;0.2475842;0.2475918;0.2490009;0.2524143;0.2576842;0.2650534;0.2738565;0.2836564;0.2943416;0.3058587;0.3177612;0.3301499;0.3427233;0.3551221;0.3676280;0.3799275;0.3919672;0.4038458;0.4152875;0.4260602;0.4364243;0.4462230;0.4553311;0.4639740;0.4721966;0.4799283;0.4871605;0.4937692;0.4995835;0.5049716;0.5098626;0.5141168;0.5176381;0.5204710;0.5227672;0.5246515;0.5260495;0.5270413
"4067_20/07/21";"Outdoor";"HT";0.6262077;0.6579426;0.6849578;0.7227792;0.7633143;0.7850724;0.8022289;0.8117228;0.8132368;0.8110231;0.8089905;0.8113845;0.8125313;0.8148538;0.8199778;0.8262707;0.8332726;0.8398597;0.8457746;0.8520277;0.8576232;0.8619055;0.8657169;0.8693968;0.8721496;0.8742396;0.8757944;0.8765547;0.8771156;0.8773733;0.8775865;0.8776475;0.8779761;0.8788926;0.8783558;0.8740810;0.8642048;0.8479674;0.8287201;0.8105520;0.7963490;0.7875583;0.7831176;0.7816203;0.7808169;0.7794850;0.7791468;0.7801687;0.7823285;0.7845927;0.7868936;0.7895095;0.7919648;0.7944454;0.7969607;0.7992685;0.8013262;0.8032016;0.8034859;0.8020949;0.7994581;0.7958392;0.7910800;0.7851306;0.7774385;0.7675189;0.7550562;0.7406956;0.7249979;0.7080166;0.6917640;0.6770697;0.6624670;0.6461633;0.6257631;0.5971695;0.5559339;0.5018534;0.4410717;0.3842759;0.3390878;0.3070011;0.2857686;0.2722923;0.2638816;0.2590289;0.2564369;0.2552511;0.2547329;0.2561136;0.2600789;0.2658825;0.2733406;0.2817607;0.2904585;0.2998169;0.3103178;0.3213118;0.3330444;0.3451694;0.3572469;0.3695326;0.3818008;0.3937131;0.4056070;0.4172048;0.4281483;0.4388937;0.4489406;0.4579578;0.4665455;0.4748282;0.4825378;0.4897952;0.4962772;0.5019657;0.5073799;0.5123089;0.5167075;0.5205923;0.5236729;0.5261380;0.5280782;0.5294115;0.5303426
"4069_19/07/21";"Outdoor";"HT";0.6609388;0.6927682;0.7205356;0.7594522;0.7983661;0.8197208;0.8365739;0.8459394;0.8474784;0.8465930;0.8463787;0.8485355;0.8504859;0.8532953;0.8579020;0.8639390;0.8702345;0.8760063;0.8817354;0.8871320;0.8919140;0.8959814;0.8997059;0.9026795;0.9052350;0.9070488;0.9079247;0.9088453;0.9092769;0.9091659;0.9090354;0.9090756;0.9087224;0.9085325;0.9075240;0.9031450;0.8936534;0.8781688;0.8593783;0.8415922;0.8285924;0.8209045;0.8171559;0.8155303;0.8145671;0.8134503;0.8132286;0.8142552;0.8162381;0.8184994;0.8209326;0.8235549;0.8260259;0.8282691;0.8305052;0.8325507;0.8342285;0.8356513;0.8357841;0.8344539;0.8318234;0.8281585;0.8234730;0.8174714;0.8096777;0.7996602;0.7870172;0.7723950;0.7562649;0.7388702;0.7219740;0.7062358;0.6908291;0.6741321;0.6532913;0.6238366;0.5811495;0.5247215;0.4606972;0.4004782;0.3520907;0.3176205;0.2948358;0.2803476;0.2713025;0.2659881;0.2631572;0.2621331;0.2621909;0.2638616;0.2677917;0.2738582;0.2819817;0.2914386;0.3016841;0.3128421;0.3248605;0.3372707;0.3502336;0.3633616;0.3763885;0.3894583;0.4023981;0.4148814;0.4272935;0.4392324;0.4503937;0.4613230;0.4715572;0.4808536;0.4897197;0.4981949;0.5060633;0.5134942;0.5201515;0.5259616;0.5314976;0.5364739;0.5407994;0.5444878;0.5475101;0.5498864;0.5517155;0.5529044;0.5537677
"4075_22/07/21";"Outdoor";"HT";0.6082728;0.6382045;0.6637189;0.7132134;0.7652534;0.7858055;0.8034514;0.8132700;0.8126592;0.8057652;0.8002002;0.7997258;0.7967358;0.7971824;0.8014290;0.8089947;0.8177823;0.8252910;0.8323730;0.8390944;0.8450639;0.8505367;0.8552320;0.8587510;0.8624643;0.8651622;0.8672323;0.8691636;0.8705613;0.8722574;0.8745002;0.8763727;0.8785358;0.8823129;0.8839538;0.8813190;0.8728442;0.8586097;0.8422069;0.8263437;0.8129646;0.8044117;0.8002095;0.7982744;0.7975535;0.7968140;0.7966679;0.7980069;0.8003573;0.8025207;0.8046275;0.8069808;0.8089836;0.8107938;0.8127544;0.8145940;0.8166141;0.8185321;0.8188204;0.8175152;0.8150057;0.8119140;0.8080515;0.8033009;0.7968551;0.7885677;0.7779425;0.7655837;0.7520475;0.7369374;0.7227166;0.7097411;0.6964221;0.6815050;0.6623296;0.6353430;0.5958896;0.5428227;0.4816063;0.4226123;0.3743353;0.3393075;0.3158188;0.3007364;0.2913251;0.2857660;0.2828398;0.2815925;0.2812712;0.2828598;0.2871787;0.2934891;0.3017435;0.3110202;0.3207892;0.3313009;0.3427913;0.3547689;0.3673083;0.3799852;0.3926571;0.4054309;0.4179189;0.4299930;0.4419246;0.4533154;0.4643686;0.4748988;0.4848002;0.4937459;0.5022362;0.5104565;0.5183011;0.5256008;0.5320898;0.5378851;0.5432276;0.5482303;0.5526765;0.5566620;0.5599858;0.5625425;0.5645004;0.5658921;0.5666596
"4076_21/07/21";"Outdoor";"HT";0.6507265;0.6811334;0.7079735;0.7433929;0.7793685;0.7996538;0.8167390;0.8251861;0.8277578;0.8268923;0.8271854;0.8291425;0.8304699;0.8331575;0.8372260;0.8424357;0.8486907;0.8541882;0.8591169;0.8642006;0.8689943;0.8730999;0.8762985;0.8789960;0.8808622;0.8829430;0.8841720;0.8847736;0.8856078;0.8855995;0.8856766;0.8859232;0.8859400;0.8859303;0.8849023;0.8807911;0.8721140;0.8579203;0.8403744;0.8240388;0.8120016;0.8049364;0.8015937;0.8000625;0.7991312;0.7981196;0.7979436;0.7989439;0.8008376;0.8029524;0.8053470;0.8078175;0.8100143;0.8120814;0.8140705;0.8158869;0.8175007;0.8188701;0.8189691;0.8177319;0.8152990;0.8120008;0.8077985;0.8022193;0.7949862;0.7856697;0.7740548;0.7603515;0.7452575;0.7289578;0.7129535;0.6980705;0.6834479;0.6676038;0.6479256;0.6201117;0.5796634;0.5260110;0.4649301;0.4069300;0.3602465;0.3267740;0.3045632;0.2903833;0.2816586;0.2764696;0.2738142;0.2729761;0.2731676;0.2749874;0.2788905;0.2849815;0.2931114;0.3025956;0.3128348;0.3239549;0.3358574;0.3481478;0.3608605;0.3737795;0.3864174;0.3990776;0.4116474;0.4237249;0.4356397;0.4471184;0.4578415;0.4682633;0.4781121;0.4870075;0.4955626;0.5037371;0.5113029;0.5184675;0.5249156;0.5305815;0.5359535;0.5408093;0.5451070;0.5487767;0.5518287;0.5543016;0.5561401;0.5572475;0.5578122
"4078_19/07/21";"Outdoor";"HT";0.6849183;0.7170926;0.7452771;0.7812329;0.8148960;0.8371933;0.8552553;0.8662007;0.8695359;0.8719424;0.8738591;0.8774369;0.8806794;0.8849029;0.8900598;0.8958868;0.9018941;0.9074885;0.9122701;0.9168494;0.9212326;0.9251454;0.9277818;0.9304538;0.9321792;0.9336512;0.9346997;0.9350164;0.9348421;0.9342371;0.9335009;0.9326474;0.9314144;0.9301304;0.9279498;0.9229776;0.9134533;0.8982059;0.8792456;0.8613853;0.8488836;0.8421781;0.8390741;0.8376110;0.8364799;0.8353204;0.8350556;0.8357749;0.8377027;0.8401333;0.8430569;0.8460007;0.8486689;0.8511811;0.8534481;0.8555175;0.8570767;0.8580192;0.8579437;0.8566429;0.8542839;0.8507430;0.8458628;0.8395630;0.8314317;0.8209957;0.8080578;0.7928603;0.7760213;0.7581274;0.7405245;0.7240316;0.7079780;0.6908541;0.6695088;0.6396096;0.5964700;0.5394244;0.4746050;0.4133397;0.3640931;0.3287713;0.3054473;0.2906657;0.2814643;0.2761924;0.2734879;0.2726533;0.2729220;0.2748972;0.2790008;0.2853089;0.2938211;0.3038308;0.3148631;0.3268424;0.3395887;0.3527254;0.3662374;0.3798439;0.3931823;0.4065057;0.4196505;0.4322697;0.4446880;0.4566225;0.4677566;0.4784646;0.4886726;0.4980295;0.5069798;0.5154944;0.5234523;0.5310016;0.5378221;0.5438647;0.5496607;0.5547845;0.5591530;0.5628733;0.5659613;0.5684807;0.5703556;0.5714308;0.5720497
"4082_20/07/21";"Outdoor";"HT";0.6438681;0.6769696;0.7059962;0.7447066;0.7829258;0.8061046;0.8248415;0.8343174;0.8366072;0.8368462;0.8374184;0.8402740;0.8436657;0.8473911;0.8533089;0.8602158;0.8668953;0.8734869;0.8790842;0.8851030;0.8904616;0.8948312;0.8988440;0.9018298;0.9042239;0.9062336;0.9072468;0.9077127;0.9082550;0.9079580;0.9072127;0.9068298;0.9058562;0.9050088;0.9034338;0.8982656;0.8875907;0.8702185;0.8490565;0.8293330;0.8147762;0.8061044;0.8020566;0.8000351;0.7987199;0.7973401;0.7969536;0.7977709;0.7997718;0.8023398;0.8053786;0.8085578;0.8115603;0.8143085;0.8169340;0.8194041;0.8214029;0.8228073;0.8228996;0.8215651;0.8188723;0.8149869;0.8097489;0.8031002;0.7945728;0.7836828;0.7700371;0.7542085;0.7370538;0.7186912;0.7011375;0.6850085;0.6692082;0.6520168;0.6308291;0.6013955;0.5595490;0.5052209;0.4443425;0.3875010;0.3422338;0.3098057;0.2884750;0.2749251;0.2665994;0.2617084;0.2591413;0.2581257;0.2577203;0.2591336;0.2630635;0.2686610;0.2759360;0.2842382;0.2928302;0.3021005;0.3125146;0.3233670;0.3348628;0.3466437;0.3583178;0.3701918;0.3820338;0.3935084;0.4048694;0.4159830;0.4264268;0.4367226;0.4464910;0.4551194;0.4634787;0.4715842;0.4791452;0.4863307;0.4927444;0.4983935;0.5038116;0.5087986;0.5132084;0.5167311;0.5195331;0.5219285;0.5240755;0.5254953;0.5264143
"4088_22/07/21";"Outdoor";"HT";0.6529529;0.6831591;0.7085149;0.7436833;0.7777661;0.7988331;0.8161569;0.8248133;0.8286896;0.8284774;0.8289905;0.8310833;0.8342228;0.8366935;0.8404624;0.8458050;0.8513774;0.8562537;0.8602068;0.8652493;0.8695426;0.8725938;0.8755285;0.8782198;0.8800637;0.8816393;0.8825675;0.8836358;0.8839803;0.8839036;0.8841901;0.8842988;0.8840078;0.8839545;0.8829355;0.8791655;0.8711538;0.8576230;0.8408551;0.8249341;0.8132983;0.8065262;0.8029260;0.8011724;0.8000644;0.7986752;0.7982783;0.7989542;0.8006670;0.8028224;0.8053848;0.8081152;0.8105640;0.8130218;0.8152273;0.8170378;0.8187207;0.8199094;0.8200362;0.8190325;0.8168985;0.8139077;0.8096748;0.8043897;0.7973081;0.7882090;0.7768963;0.7634492;0.7485660;0.7324906;0.7166563;0.7018345;0.6874397;0.6720422;0.6530646;0.6263989;0.5877366;0.5358271;0.4761460;0.4187829;0.3716771;0.3373518;0.3141394;0.2991315;0.2898064;0.2840520;0.2811831;0.2800915;0.2802154;0.2819304;0.2857720;0.2916561;0.2996626;0.3090547;0.3193861;0.3305325;0.3424267;0.3544737;0.3670147;0.3794963;0.3917372;0.4038220;0.4157548;0.4271758;0.4383994;0.4490610;0.4592067;0.4688902;0.4780880;0.4865560;0.4946670;0.5024270;0.5097633;0.5167410;0.5230846;0.5287168;0.5340340;0.5387876;0.5430534;0.5467882;0.5498175;0.5521620;0.5539712;0.5551930;0.5557401
"4089_19/07/21";"Outdoor";"HT";0.6311926;0.6630410;0.6899789;0.7328300;0.7756828;0.7977426;0.8152908;0.8247709;0.8255259;0.8220096;0.8199355;0.8210659;0.8204599;0.8218644;0.8269864;0.8338260;0.8415007;0.8482129;0.8545135;0.8604498;0.8660068;0.8707258;0.8747222;0.8785021;0.8810435;0.8832638;0.8849268;0.8857378;0.8867004;0.8872201;0.8879241;0.8889823;0.8896330;0.8910153;0.8908916;0.8871845;0.8779882;0.8627029;0.8443490;0.8266603;0.8129070;0.8043041;0.8000688;0.7982160;0.7972274;0.7961105;0.7958242;0.7969214;0.7990328;0.8014280;0.8041400;0.8067384;0.8090455;0.8112364;0.8135922;0.8156630;0.8176186;0.8193346;0.8195296;0.8182390;0.8156860;0.8123182;0.8079534;0.8023406;0.7950103;0.7855878;0.7736596;0.7597778;0.7446084;0.7280594;0.7120688;0.6974563;0.6828648;0.6666675;0.6465378;0.6182898;0.5774824;0.5236201;0.4622162;0.4040416;0.3569087;0.3230243;0.3003801;0.2859038;0.2768963;0.2715525;0.2688211;0.2675964;0.2674640;0.2689715;0.2729003;0.2787853;0.2864869;0.2953417;0.3046385;0.3147202;0.3256781;0.3371049;0.3491576;0.3613994;0.3735305;0.3857563;0.3978919;0.4095580;0.4211186;0.4322757;0.4428223;0.4531922;0.4629390;0.4717416;0.4801199;0.4882945;0.4959325;0.5031448;0.5096136;0.5153055;0.5207471;0.5257101;0.5301361;0.5338298;0.5368279;0.5392379;0.5411369;0.5423593;0.5431227
"4095_23/07/21";"Outdoor";"HT";0.6045575;0.6369905;0.6613399;0.7133701;0.7655635;0.7877556;0.8052511;0.8137598;0.8125801;0.8054453;0.7967499;0.7959943;0.7916177;0.7894960;0.7928931;0.8006328;0.8096344;0.8173970;0.8250297;0.8327501;0.8397657;0.8458087;0.8510787;0.8560547;0.8601784;0.8635230;0.8665945;0.8683597;0.8702131;0.8721421;0.8744213;0.8769615;0.8793461;0.8833705;0.8847982;0.8817137;0.8723451;0.8566662;0.8384320;0.8208059;0.8053650;0.7937926;0.7870889;0.7843064;0.7831756;0.7812969;0.7803755;0.7811876;0.7830283;0.7845091;0.7863117;0.7886411;0.7906573;0.7928502;0.7956462;0.7984070;0.8013840;0.8045456;0.8052262;0.8038148;0.8008125;0.7973468;0.7933435;0.7885979;0.7822603;0.7738983;0.7629253;0.7501582;0.7365823;0.7211751;0.7067905;0.6939915;0.6805755;0.6650893;0.6453511;0.6172892;0.5765475;0.5223433;0.4604948;0.4020534;0.3550284;0.3213316;0.2988614;0.2843044;0.2750135;0.2695222;0.2663537;0.2644289;0.2630359;0.2639340;0.2680532;0.2739767;0.2813121;0.2890940;0.2963623;0.3040978;0.3133652;0.3232791;0.3343401;0.3457377;0.3574580;0.3696069;0.3819702;0.3941177;0.4063864;0.4184130;0.4301144;0.4417485;0.4523889;0.4616795;0.4703963;0.4789325;0.4870394;0.4945724;0.5010458;0.5066634;0.5120258;0.5171068;0.5217963;0.5259168;0.5292412;0.5318703;0.5339970;0.5354993;0.5365748
"4098_21/07/21";"Outdoor";"HT";0.6729066;0.7040822;0.7313969;0.7643346;0.7939424;0.8149807;0.8321926;0.8425433;0.8457281;0.8478472;0.8506763;0.8543206;0.8581040;0.8625144;0.8677285;0.8725306;0.8782743;0.8838998;0.8888774;0.8933297;0.8974951;0.9011052;0.9037543;0.9058760;0.9078740;0.9092742;0.9097611;0.9098832;0.9098380;0.9091820;0.9080262;0.9068836;0.9051690;0.9034729;0.9008731;0.8957180;0.8862428;0.8705275;0.8513048;0.8335559;0.8217518;0.8157905;0.8132021;0.8121635;0.8113467;0.8102929;0.8101833;0.8112303;0.8132519;0.8155707;0.8181815;0.8210386;0.8237735;0.8261551;0.8282037;0.8300878;0.8313932;0.8322467;0.8321412;0.8308028;0.8283829;0.8247030;0.8197837;0.8132729;0.8048231;0.7942001;0.7810715;0.7657134;0.7488767;0.7309344;0.7133381;0.6968835;0.6809135;0.6640148;0.6430335;0.6134615;0.5711012;0.5153531;0.4526668;0.3940126;0.3471201;0.3141600;0.2924033;0.2788829;0.2706944;0.2658864;0.2636260;0.2630819;0.2634917;0.2655646;0.2696657;0.2758787;0.2842193;0.2940847;0.3048953;0.3165634;0.3289986;0.3418176;0.3550288;0.3683784;0.3814375;0.3945312;0.4074552;0.4198795;0.4321439;0.4439033;0.4549104;0.4654612;0.4754324;0.4846707;0.4934283;0.5018107;0.5094679;0.5167641;0.5233133;0.5291060;0.5345966;0.5394601;0.5437122;0.5474227;0.5505042;0.5529849;0.5548320;0.5559145;0.5565530
