"Leaf_ID";"Experiment";"Phenotyping_type";"NIRS.908.1";"NIRS.914.294";"NIRS.920.489";"NIRS.926.683";"NIRS.932.877";"NIRS.939.072";"NIRS.945.266";"NIRS.951.46";"NIRS.957.655";"NIRS.963.849";"NIRS.970.044";"NIRS.976.238";"NIRS.982.432";"NIRS.988.627";"NIRS.994.821";"NIRS.1001.015";"NIRS.1007.21";"NIRS.1013.404";"NIRS.1019.598";"NIRS.1025.793";"NIRS.1031.987";"NIRS.1038.181";"NIRS.1044.376";"NIRS.1050.57";"NIRS.1056.764";"NIRS.1062.959";"NIRS.1069.153";"NIRS.1075.348";"NIRS.1081.542";"NIRS.1087.736";"NIRS.1093.931";"NIRS.1100.125";"NIRS.1106.319";"NIRS.1112.514";"NIRS.1118.708";"NIRS.1124.902";"NIRS.1131.097";"NIRS.1137.291";"NIRS.1143.485";"NIRS.1149.68";"NIRS.1155.874";"NIRS.1162.069";"NIRS.1168.263";"NIRS.1174.457";"NIRS.1180.652";"NIRS.1186.846";"NIRS.1193.04";"NIRS.1199.235";"NIRS.1205.429";"NIRS.1211.623";"NIRS.1217.818";"NIRS.1224.012";"NIRS.1230.206";"NIRS.1236.401";"NIRS.1242.595";"NIRS.1248.789";"NIRS.1254.984";"NIRS.1261.178";"NIRS.1267.373";"NIRS.1273.567";"NIRS.1279.761";"NIRS.1285.956";"NIRS.1292.15";"NIRS.1298.344";"NIRS.1304.539";"NIRS.1310.733";"NIRS.1316.927";"NIRS.1323.122";"NIRS.1329.316";"NIRS.1335.51";"NIRS.1341.705";"NIRS.1347.899";"NIRS.1354.094";"NIRS.1360.288";"NIRS.1366.482";"NIRS.1372.677";"NIRS.1378.871";"NIRS.1385.065";"NIRS.1391.26";"NIRS.1397.454";"NIRS.1403.648";"NIRS.1409.843";"NIRS.1416.037";"NIRS.1422.231";"NIRS.1428.426";"NIRS.1434.62";"NIRS.1440.814";"NIRS.1447.009";"NIRS.1453.203";"NIRS.1459.398";"NIRS.1465.592";"NIRS.1471.786";"NIRS.1477.981";"NIRS.1484.175";"NIRS.1490.369";"NIRS.1496.564";"NIRS.1502.758";"NIRS.1508.952";"NIRS.1515.147";"NIRS.1521.341";"NIRS.1527.535";"NIRS.1533.73";"NIRS.1539.924";"NIRS.1546.119";"NIRS.1552.313";"NIRS.1558.507";"NIRS.1564.702";"NIRS.1570.896";"NIRS.1577.09";"NIRS.1583.285";"NIRS.1589.479";"NIRS.1595.673";"NIRS.1601.868";"NIRS.1608.062";"NIRS.1614.256";"NIRS.1620.451";"NIRS.1626.645";"NIRS.1632.839";"NIRS.1639.034";"NIRS.1645.228";"NIRS.1651.423";"NIRS.1657.617";"NIRS.1663.811";"NIRS.1670.006";"NIRS.1676.2"
"4641_2022-07-22_HD";"Greenhouse";"HT";0.6890628;0.7217008;0.7521565;0.7853414;0.8134407;0.8355214;0.8537162;0.8619543;0.8655705;0.8684370;0.8715591;0.8753996;0.8799835;0.8851883;0.8903413;0.8952995;0.9005986;0.9058067;0.9109358;0.9155908;0.9194103;0.9230446;0.9263311;0.9287544;0.9306876;0.9317717;0.9323162;0.9324438;0.9321421;0.9312680;0.9298722;0.9281580;0.9259044;0.9232041;0.9196562;0.9136313;0.9019767;0.8816612;0.8604175;0.8421512;0.8288680;0.8214406;0.8175086;0.8152170;0.8131276;0.8110682;0.8098613;0.8100762;0.8122927;0.8158429;0.8198948;0.8239828;0.8277300;0.8312856;0.8342274;0.8366566;0.8385350;0.8394414;0.8394116;0.8383871;0.8361258;0.8323080;0.8268139;0.8197163;0.8104986;0.7988304;0.7845910;0.7677670;0.7490429;0.7292652;0.7098828;0.6918713;0.6749218;0.6571004;0.6352421;0.6053929;0.5629570;0.5077615;0.4463626;0.3892941;0.3439926;0.3117799;0.2904564;0.2769340;0.2683197;0.2632448;0.2604170;0.2592633;0.2592579;0.2605547;0.2636518;0.2685952;0.2756445;0.2842080;0.2937094;0.3041787;0.3153263;0.3267793;0.3386784;0.3507651;0.3626176;0.3745431;0.3862961;0.3977051;0.4090126;0.4199355;0.4301576;0.4400523;0.4495540;0.4583006;0.4667475;0.4748519;0.4823216;0.4894476;0.4959287;0.5017917;0.5072447;0.5121022;0.5164394;0.5203416;0.5234554;0.5258837;0.5276532;0.5283281;0.5283546
"4642_2022-07-19_HD";"Greenhouse";"HT";0.7351451;0.7601866;0.7842362;0.8099108;0.8329334;0.8511396;0.8661181;0.8744568;0.8780767;0.8812531;0.8841710;0.8877031;0.8909692;0.8947187;0.8987060;0.9019787;0.9056813;0.9093789;0.9123980;0.9153609;0.9176797;0.9198392;0.9217681;0.9234051;0.9243114;0.9250360;0.9256120;0.9255713;0.9253574;0.9250699;0.9243099;0.9233521;0.9221151;0.9205248;0.9184143;0.9147448;0.9074725;0.8943092;0.8810674;0.8700457;0.8618659;0.8572685;0.8551215;0.8539764;0.8528147;0.8517436;0.8514996;0.8518551;0.8533067;0.8554082;0.8577225;0.8602316;0.8624470;0.8644643;0.8662401;0.8676829;0.8686686;0.8690408;0.8688810;0.8680373;0.8665523;0.8639156;0.8601807;0.8554300;0.8491313;0.8411307;0.8312005;0.8192879;0.8059735;0.7915989;0.7771729;0.7635015;0.7503210;0.7361472;0.7185274;0.6932920;0.6560119;0.6045968;0.5429157;0.4810903;0.4283986;0.3886691;0.3613000;0.3433914;0.3322426;0.3255543;0.3221104;0.3210082;0.3213682;0.3236032;0.3284369;0.3358144;0.3458705;0.3577902;0.3707163;0.3845439;0.3989527;0.4135346;0.4282088;0.4427385;0.4567900;0.4704986;0.4837277;0.4963611;0.5085550;0.5201028;0.5307278;0.5409404;0.5506048;0.5594370;0.5678941;0.5759530;0.5832908;0.5903143;0.5966673;0.6023205;0.6076788;0.6123049;0.6161947;0.6195850;0.6224748;0.6248409;0.6266047;0.6274525;0.6276944
"4643_2022-07-22_HD";"Greenhouse";"HT";0.7121915;0.7395324;0.7648492;0.7920908;0.8155903;0.8337793;0.8493995;0.8571311;0.8608158;0.8631103;0.8663561;0.8696631;0.8733340;0.8773674;0.8812854;0.8852962;0.8894613;0.8934477;0.8972274;0.9007785;0.9036593;0.9062885;0.9087316;0.9105117;0.9119321;0.9128270;0.9131913;0.9133209;0.9131912;0.9127463;0.9116879;0.9105100;0.9088518;0.9068342;0.9043429;0.8998424;0.8911083;0.8754988;0.8598459;0.8467738;0.8372573;0.8320684;0.8294983;0.8280253;0.8268122;0.8256073;0.8250619;0.8253990;0.8270735;0.8294438;0.8322533;0.8351215;0.8377281;0.8402060;0.8423541;0.8441731;0.8454852;0.8460257;0.8459501;0.8451249;0.8433335;0.8403326;0.8360973;0.8305804;0.8234386;0.8143948;0.8031245;0.7897774;0.7747771;0.7587649;0.7428795;0.7280242;0.7138417;0.6987035;0.6798727;0.6533485;0.6144860;0.5621158;0.5013475;0.4424968;0.3939517;0.3584368;0.3343689;0.3189453;0.3090891;0.3033461;0.3002202;0.2990895;0.2992416;0.3010318;0.3049640;0.3111237;0.3197519;0.3301309;0.3414333;0.3537426;0.3666507;0.3798236;0.3933469;0.4068233;0.4199977;0.4330330;0.4457022;0.4579042;0.4699249;0.4813553;0.4920072;0.5021427;0.5118343;0.5207520;0.5292102;0.5372461;0.5446038;0.5516146;0.5579324;0.5635689;0.5688068;0.5734219;0.5774652;0.5810936;0.5840377;0.5864182;0.5881597;0.5889352;0.5891911
"4645_2022-07-22_HD";"Greenhouse";"HT";0.6956690;0.7226605;0.7484316;0.7766607;0.8005902;0.8195017;0.8338069;0.8410575;0.8449158;0.8475848;0.8506356;0.8539847;0.8574685;0.8611898;0.8650082;0.8688219;0.8730957;0.8768278;0.8803580;0.8841296;0.8873949;0.8899901;0.8921598;0.8940471;0.8954727;0.8965538;0.8972010;0.8971998;0.8970467;0.8965276;0.8955644;0.8943927;0.8929177;0.8912112;0.8885740;0.8840872;0.8752669;0.8591118;0.8437888;0.8312237;0.8218198;0.8163573;0.8135093;0.8119174;0.8105608;0.8092492;0.8085541;0.8088888;0.8106149;0.8130140;0.8157751;0.8185911;0.8213316;0.8237940;0.8259970;0.8278602;0.8292749;0.8299574;0.8299471;0.8293217;0.8276477;0.8246508;0.8205195;0.8151138;0.8080783;0.7990831;0.7878287;0.7745196;0.7595625;0.7436719;0.7278901;0.7130123;0.6989687;0.6839394;0.6654307;0.6392282;0.6010526;0.5496202;0.4898849;0.4320486;0.3843798;0.3493246;0.3254998;0.3097627;0.2997738;0.2935968;0.2901071;0.2886405;0.2885747;0.2900692;0.2936619;0.2995281;0.3077510;0.3176561;0.3286059;0.3404307;0.3528676;0.3656744;0.3787727;0.3919186;0.4046758;0.4174069;0.4298306;0.4417675;0.4534750;0.4646743;0.4750630;0.4851336;0.4946853;0.5034844;0.5118262;0.5198827;0.5272821;0.5342525;0.5406176;0.5463208;0.5515932;0.5563177;0.5605663;0.5643261;0.5675804;0.5702735;0.5721815;0.5731633;0.5736464
"4649_2022-07-19_HD";"Greenhouse";"HT";0.6922992;0.7196771;0.7449789;0.7720346;0.7967076;0.8161945;0.8308213;0.8396790;0.8434036;0.8463294;0.8493751;0.8529597;0.8567246;0.8608196;0.8650700;0.8690291;0.8734240;0.8774903;0.8807316;0.8841764;0.8869665;0.8897772;0.8920295;0.8939475;0.8951827;0.8961860;0.8965713;0.8966918;0.8966937;0.8962870;0.8954881;0.8943213;0.8931009;0.8913949;0.8889974;0.8848361;0.8762471;0.8606293;0.8457746;0.8337238;0.8245775;0.8195218;0.8172920;0.8161612;0.8151022;0.8139878;0.8136731;0.8140445;0.8157376;0.8181519;0.8208346;0.8235981;0.8261235;0.8284278;0.8304618;0.8321303;0.8332204;0.8337205;0.8335855;0.8326608;0.8309522;0.8279120;0.8237627;0.8184606;0.8114420;0.8025710;0.7915356;0.7783985;0.7637409;0.7479786;0.7322774;0.7175351;0.7033055;0.6880543;0.6690674;0.6420682;0.6027427;0.5495587;0.4874495;0.4270802;0.3770732;0.3403544;0.3156875;0.2999070;0.2902389;0.2845964;0.2817784;0.2809610;0.2813055;0.2834015;0.2877838;0.2945554;0.3038003;0.3147111;0.3266696;0.3395924;0.3530485;0.3668565;0.3808824;0.3948644;0.4084579;0.4219425;0.4349704;0.4474872;0.4596736;0.4712813;0.4820125;0.4923452;0.5021241;0.5109881;0.5194942;0.5276060;0.5349264;0.5419747;0.5482866;0.5538564;0.5591345;0.5637198;0.5676453;0.5711388;0.5740575;0.5763293;0.5780123;0.5788463;0.5790583
"6030_2022-06-02_HD";"Greenhouse";"HT";0.7248100;0.7523103;0.7778931;0.8040592;0.8300778;0.8493952;0.8652931;0.8741819;0.8799056;0.8834321;0.8871590;0.8910466;0.8942767;0.8980588;0.9024061;0.9062529;0.9100071;0.9139712;0.9173572;0.9204243;0.9236479;0.9255726;0.9275753;0.9299395;0.9306586;0.9313324;0.9317693;0.9316509;0.9315648;0.9310860;0.9301429;0.9292720;0.9280306;0.9260528;0.9235173;0.9193437;0.9112663;0.8972390;0.8831260;0.8712762;0.8625193;0.8576395;0.8553277;0.8539921;0.8528595;0.8516583;0.8511591;0.8514238;0.8528340;0.8549184;0.8573669;0.8599917;0.8622944;0.8645837;0.8664317;0.8679029;0.8691683;0.8697299;0.8696596;0.8688433;0.8671925;0.8645199;0.8605984;0.8554531;0.8488655;0.8403963;0.8297775;0.8171380;0.8030473;0.7877864;0.7724831;0.7579153;0.7441685;0.7293870;0.7109324;0.6846940;0.6459710;0.5927296;0.5299197;0.4677315;0.4155477;0.3767023;0.3501453;0.3328433;0.3218303;0.3153261;0.3117926;0.3104527;0.3106522;0.3126269;0.3169769;0.3237668;0.3330503;0.3442619;0.3566781;0.3699526;0.3838333;0.3980075;0.4123552;0.4266325;0.4404658;0.4540726;0.4673870;0.4800243;0.4923699;0.5041445;0.5149318;0.5253270;0.5351186;0.5441722;0.5527112;0.5608433;0.5683666;0.5754941;0.5819847;0.5877017;0.5931013;0.5978720;0.6020445;0.6056219;0.6086180;0.6109502;0.6127056;0.6138230;0.6145025
"6031_2022-06-01_HD";"Greenhouse";"HT";0.7133809;0.7426129;0.7697986;0.8003982;0.8290577;0.8494476;0.8677487;0.8775134;0.8824051;0.8859497;0.8897711;0.8941308;0.8977204;0.9024432;0.9070270;0.9112387;0.9159785;0.9203220;0.9243022;0.9283860;0.9315707;0.9344678;0.9367600;0.9386751;0.9404127;0.9411343;0.9415542;0.9417458;0.9416336;0.9409581;0.9398883;0.9386601;0.9370217;0.9349717;0.9322008;0.9275466;0.9184753;0.9025564;0.8862542;0.8725712;0.8624239;0.8566954;0.8538691;0.8523363;0.8511099;0.8496501;0.8492611;0.8497566;0.8513073;0.8537622;0.8564147;0.8594130;0.8622962;0.8649182;0.8671297;0.8689237;0.8703451;0.8710117;0.8709589;0.8700830;0.8682735;0.8653151;0.8609255;0.8551712;0.8478180;0.8384164;0.8266774;0.8127361;0.7969576;0.7802425;0.7636112;0.7478471;0.7328248;0.7169052;0.6972236;0.6692309;0.6284256;0.5732426;0.5089396;0.4465855;0.3950315;0.3571488;0.3314766;0.3148762;0.3044871;0.2981593;0.2948643;0.2935906;0.2936565;0.2954255;0.2994440;0.3058532;0.3146694;0.3252245;0.3368810;0.3494774;0.3627205;0.3762920;0.3902402;0.4041009;0.4176973;0.4311158;0.4442908;0.4568875;0.4692193;0.4809962;0.4920357;0.5025054;0.5124911;0.5216988;0.5304172;0.5388737;0.5466961;0.5540499;0.5608047;0.5667354;0.5724098;0.5773658;0.5818224;0.5856800;0.5888424;0.5913729;0.5931562;0.5941533;0.5946807
"6033_2022-06-02_HD";"Greenhouse";"HT";0.7242056;0.7524774;0.7786079;0.8068177;0.8334055;0.8533346;0.8697550;0.8794998;0.8846164;0.8884349;0.8925352;0.8966187;0.9001872;0.9042651;0.9085501;0.9126183;0.9170883;0.9214515;0.9252912;0.9285823;0.9318596;0.9341329;0.9361895;0.9386794;0.9398080;0.9405658;0.9409044;0.9409546;0.9408639;0.9403221;0.9392577;0.9382258;0.9367363;0.9345939;0.9319584;0.9273827;0.9189512;0.9040585;0.8885530;0.8757226;0.8662329;0.8608926;0.8584104;0.8568720;0.8556185;0.8544783;0.8539229;0.8542021;0.8557885;0.8582212;0.8607906;0.8635517;0.8662384;0.8686093;0.8706573;0.8723642;0.8737558;0.8743637;0.8742800;0.8734111;0.8716807;0.8687983;0.8645737;0.8591038;0.8520744;0.8429825;0.8316849;0.8183067;0.8034001;0.7873439;0.7714168;0.7561761;0.7417975;0.7263756;0.7072480;0.6800133;0.6400346;0.5854819;0.5217970;0.4595302;0.4078705;0.3698446;0.3440135;0.3273177;0.3165869;0.3102295;0.3067375;0.3054518;0.3055510;0.3073734;0.3116139;0.3181819;0.3272442;0.3381827;0.3502818;0.3633591;0.3770540;0.3910789;0.4053743;0.4196103;0.4334936;0.4472757;0.4607875;0.4736303;0.4861991;0.4982726;0.5093649;0.5200161;0.5300569;0.5393464;0.5480482;0.5563678;0.5640279;0.5712482;0.5777672;0.5835270;0.5888863;0.5936454;0.5978794;0.6015021;0.6045123;0.6069300;0.6086597;0.6096448;0.6100726
"6034_2022-06-01_HD";"Greenhouse";"HT";0.7694034;0.7951520;0.8195366;0.8469162;0.8723741;0.8908047;0.9072867;0.9167032;0.9217987;0.9256648;0.9294705;0.9333603;0.9365955;0.9406469;0.9447699;0.9485776;0.9523856;0.9562887;0.9594150;0.9626214;0.9651733;0.9677483;0.9695978;0.9712536;0.9725027;0.9729726;0.9735024;0.9736717;0.9735147;0.9727724;0.9718113;0.9708249;0.9694574;0.9675887;0.9651387;0.9613462;0.9540700;0.9414413;0.9276844;0.9157248;0.9073354;0.9028529;0.9007158;0.8995741;0.8988016;0.8978148;0.8975210;0.8980547;0.8994869;0.9014780;0.9036257;0.9062275;0.9086541;0.9106691;0.9125669;0.9141407;0.9152329;0.9158247;0.9157954;0.9149670;0.9133614;0.9108045;0.9070899;0.9021864;0.8958897;0.8878323;0.8776804;0.8655775;0.8519012;0.8372577;0.8225988;0.8085833;0.7950248;0.7806268;0.7624164;0.7361962;0.6971480;0.6430415;0.5782402;0.5136100;0.4588366;0.4177259;0.3895143;0.3711664;0.3594983;0.3526112;0.3489808;0.3477305;0.3479458;0.3502467;0.3551560;0.3627750;0.3732026;0.3854787;0.3989967;0.4134726;0.4285543;0.4438573;0.4594268;0.4748109;0.4897697;0.5043785;0.5186744;0.5322271;0.5454405;0.5579356;0.5695522;0.5805329;0.5909119;0.6004433;0.6093650;0.6179203;0.6258131;0.6331291;0.6398418;0.6457340;0.6512938;0.6561302;0.6604735;0.6643362;0.6674759;0.6699460;0.6717542;0.6728424;0.6734985
"6037_2022-06-02_HD";"Greenhouse";"HT";0.7273104;0.7591034;0.7886829;0.8188348;0.8478086;0.8692889;0.8874827;0.8974152;0.9030266;0.9063173;0.9108087;0.9152845;0.9193641;0.9239465;0.9289315;0.9337572;0.9387539;0.9435690;0.9476341;0.9513224;0.9552005;0.9579054;0.9602415;0.9627261;0.9639210;0.9646910;0.9652129;0.9651921;0.9651124;0.9642149;0.9628348;0.9614718;0.9596361;0.9571598;0.9538813;0.9485849;0.9390346;0.9224046;0.9041430;0.8887069;0.8776814;0.8716658;0.8689950;0.8673960;0.8659905;0.8646614;0.8639064;0.8642016;0.8660428;0.8688805;0.8719654;0.8751434;0.8781559;0.8809124;0.8833200;0.8853667;0.8869085;0.8876203;0.8875691;0.8866221;0.8845872;0.8812610;0.8764697;0.8701745;0.8620933;0.8517647;0.8390341;0.8239811;0.8072631;0.7894004;0.7716376;0.7549207;0.7390808;0.7222455;0.7013445;0.6718046;0.6290635;0.5716449;0.5058526;0.4427239;0.3913915;0.3541327;0.3291655;0.3132162;0.3032011;0.2972858;0.2941401;0.2929644;0.2931854;0.2950536;0.2992342;0.3056375;0.3145150;0.3251957;0.3370896;0.3499526;0.3634830;0.3773921;0.3916595;0.4058862;0.4198980;0.4337984;0.4474968;0.4605856;0.4734722;0.4858540;0.4973146;0.5083655;0.5187728;0.5284675;0.5375407;0.5462183;0.5542270;0.5617358;0.5685997;0.5746290;0.5802418;0.5852672;0.5897554;0.5937462;0.5969938;0.5994842;0.6012673;0.6022038;0.6025545
"6039_2022-06-01_HD";"Greenhouse";"HT";0.7387772;0.7607521;0.7816030;0.8057759;0.8277962;0.8435385;0.8576151;0.8659907;0.8701960;0.8733252;0.8768585;0.8805129;0.8833730;0.8870634;0.8906738;0.8938886;0.8976809;0.9010711;0.9041145;0.9070728;0.9094689;0.9115710;0.9134472;0.9148377;0.9161760;0.9168445;0.9174528;0.9176951;0.9177806;0.9174376;0.9169483;0.9164286;0.9155016;0.9141452;0.9123687;0.9092950;0.9028997;0.8915585;0.8802192;0.8706053;0.8633884;0.8594424;0.8576403;0.8567462;0.8560855;0.8552434;0.8550459;0.8555460;0.8567930;0.8586276;0.8605520;0.8627185;0.8648558;0.8667735;0.8684737;0.8699082;0.8708680;0.8714141;0.8714242;0.8707228;0.8693277;0.8672571;0.8640647;0.8598012;0.8544675;0.8475369;0.8388828;0.8285608;0.8167495;0.8040627;0.7913197;0.7792036;0.7673671;0.7546152;0.7385169;0.7152234;0.6802041;0.6312583;0.5718257;0.5118371;0.4603904;0.4214145;0.3945041;0.3769447;0.3658420;0.3592762;0.3558802;0.3547828;0.3551417;0.3574606;0.3623795;0.3698762;0.3800606;0.3919992;0.4051100;0.4190485;0.4335555;0.4481586;0.4630239;0.4775752;0.4917022;0.5055058;0.5188196;0.5315486;0.5437642;0.5554060;0.5661060;0.5762290;0.5857662;0.5944392;0.6025847;0.6103233;0.6174760;0.6240998;0.6300828;0.6353056;0.6402882;0.6446123;0.6484030;0.6516645;0.6544210;0.6566304;0.6581929;0.6590319;0.6594284
"6041_2022-07-22_HD";"Greenhouse";"HT";0.7754451;0.7984991;0.8208696;0.8445620;0.8664729;0.8823338;0.8959038;0.9042992;0.9079058;0.9109229;0.9138165;0.9173870;0.9205147;0.9232411;0.9265939;0.9297327;0.9329965;0.9360334;0.9390418;0.9417474;0.9440309;0.9461056;0.9476656;0.9490214;0.9498568;0.9508224;0.9510789;0.9514383;0.9515189;0.9509175;0.9500904;0.9493566;0.9483221;0.9469828;0.9450797;0.9416474;0.9352864;0.9241628;0.9125922;0.9027099;0.8952833;0.8912686;0.8894120;0.8884511;0.8874176;0.8865461;0.8861921;0.8865198;0.8880628;0.8898993;0.8919861;0.8943337;0.8963532;0.8981925;0.8999697;0.9013235;0.9023150;0.9027902;0.9027339;0.9020678;0.9007028;0.8983880;0.8951017;0.8909454;0.8853733;0.8783150;0.8694163;0.8587406;0.8467054;0.8337639;0.8206924;0.8082311;0.7962046;0.7831621;0.7666771;0.7430778;0.7076230;0.6578956;0.5974769;0.5360483;0.4830151;0.4427422;0.4146441;0.3961397;0.3842416;0.3771301;0.3734574;0.3720612;0.3723324;0.3745278;0.3795642;0.3872041;0.3977125;0.4100578;0.4234999;0.4378241;0.4527064;0.4677577;0.4829291;0.4978586;0.5122000;0.5262379;0.5397808;0.5526733;0.5651411;0.5769177;0.5877876;0.5981215;0.6078325;0.6167434;0.6251625;0.6332022;0.6404720;0.6474015;0.6536432;0.6592586;0.6644206;0.6689250;0.6728000;0.6762081;0.6791335;0.6814030;0.6830011;0.6837215;0.6838936
"6042_2022-07-25_HD";"Greenhouse";"HT";0.6959995;0.7246004;0.7514357;0.7796722;0.8042803;0.8251935;0.8404177;0.8486661;0.8525118;0.8547959;0.8583352;0.8621632;0.8659003;0.8698678;0.8743330;0.8785872;0.8833906;0.8876481;0.8915111;0.8953409;0.8988689;0.9018229;0.9039012;0.9059441;0.9075740;0.9083000;0.9090018;0.9089993;0.9086831;0.9080893;0.9068162;0.9055469;0.9040785;0.9019604;0.8990849;0.8942272;0.8845136;0.8669089;0.8502172;0.8368421;0.8271575;0.8221552;0.8197491;0.8185452;0.8174398;0.8163558;0.8160904;0.8165508;0.8181792;0.8202725;0.8228127;0.8254398;0.8279949;0.8302778;0.8323932;0.8341699;0.8355219;0.8359246;0.8356465;0.8346222;0.8326977;0.8292641;0.8245964;0.8185765;0.8109167;0.8011869;0.7890629;0.7746499;0.7586171;0.7416842;0.7248108;0.7091926;0.6943185;0.6785866;0.6589663;0.6311641;0.5907069;0.5366348;0.4745484;0.4150530;0.3667258;0.3316445;0.3081745;0.2930861;0.2836391;0.2780285;0.2753027;0.2742747;0.2745358;0.2764444;0.2804061;0.2865817;0.2952646;0.3056610;0.3170977;0.3293951;0.3423747;0.3556029;0.3691791;0.3827233;0.3960686;0.4092331;0.4221092;0.4345325;0.4467065;0.4583838;0.4692407;0.4796139;0.4894761;0.4984894;0.5071224;0.5153335;0.5228446;0.5299909;0.5363856;0.5421703;0.5476295;0.5523781;0.5565056;0.5601088;0.5631370;0.5656218;0.5674960;0.5685748;0.5691432
"6044_2022-07-22_HD";"Greenhouse";"HT";0.6765228;0.7041704;0.7305135;0.7586630;0.7847008;0.8037327;0.8187451;0.8274676;0.8303475;0.8331274;0.8359863;0.8395083;0.8430702;0.8465560;0.8508715;0.8553000;0.8598981;0.8640786;0.8682933;0.8723365;0.8758240;0.8788407;0.8813615;0.8834358;0.8849827;0.8861572;0.8865866;0.8871299;0.8871570;0.8864213;0.8856117;0.8846714;0.8831671;0.8814520;0.8789949;0.8742915;0.8647998;0.8478138;0.8316464;0.8185150;0.8082127;0.8024489;0.7995998;0.7978818;0.7962207;0.7947935;0.7938939;0.7939982;0.7956318;0.7980907;0.8008364;0.8038664;0.8066506;0.8091982;0.8115501;0.8134433;0.8146940;0.8152963;0.8152440;0.8144462;0.8126572;0.8094768;0.8050712;0.7993525;0.7918954;0.7825650;0.7708649;0.7570916;0.7417628;0.7255458;0.7094998;0.6945029;0.6802009;0.6649150;0.6460534;0.6196824;0.5816360;0.5308024;0.4725079;0.4166143;0.3709983;0.3377675;0.3152453;0.3007340;0.2913658;0.2857299;0.2827467;0.2813715;0.2812890;0.2827099;0.2861973;0.2916738;0.2993735;0.3086313;0.3188399;0.3299232;0.3417254;0.3537918;0.3661690;0.3785392;0.3906395;0.4026898;0.4144385;0.4257238;0.4367714;0.4473971;0.4572621;0.4667545;0.4757316;0.4840420;0.4919696;0.4995254;0.5064605;0.5131208;0.5191455;0.5245570;0.5296369;0.5340994;0.5379845;0.5413497;0.5441980;0.5464883;0.5481624;0.5489548;0.5491888
"6045_2022-07-25_HD";"Greenhouse";"HT";0.6609691;0.6879005;0.7131319;0.7406376;0.7646225;0.7838929;0.7984771;0.8065177;0.8102241;0.8129548;0.8164989;0.8200419;0.8232755;0.8268423;0.8310762;0.8350226;0.8393872;0.8436666;0.8471211;0.8510408;0.8544817;0.8570801;0.8595605;0.8613720;0.8629221;0.8639971;0.8644102;0.8646413;0.8647316;0.8643365;0.8632135;0.8621590;0.8610437;0.8591287;0.8565505;0.8522348;0.8426804;0.8247921;0.8098135;0.7982838;0.7892450;0.7842366;0.7815441;0.7799671;0.7785203;0.7771258;0.7764417;0.7766393;0.7780647;0.7804416;0.7832932;0.7861480;0.7889742;0.7914691;0.7936604;0.7954814;0.7968184;0.7973978;0.7972390;0.7964208;0.7948051;0.7916745;0.7874104;0.7819447;0.7749649;0.7660597;0.7549146;0.7416061;0.7267815;0.7110298;0.6952422;0.6806438;0.6666548;0.6517105;0.6332495;0.6072586;0.5695130;0.5191424;0.4610600;0.4053374;0.3597780;0.3264747;0.3040363;0.2894713;0.2802944;0.2746507;0.2717168;0.2705268;0.2705861;0.2721076;0.2756889;0.2813073;0.2893497;0.2989430;0.3095485;0.3208955;0.3329697;0.3453239;0.3579275;0.3705476;0.3828789;0.3950456;0.4069167;0.4183469;0.4295489;0.4402298;0.4501963;0.4596998;0.4687661;0.4770721;0.4850285;0.4925969;0.4995260;0.5061154;0.5120468;0.5174132;0.5224495;0.5268002;0.5307083;0.5341361;0.5370188;0.5393350;0.5410513;0.5419752;0.5422870
"6046_2022-07-22_HD";"Greenhouse";"HT";0.6762330;0.7052480;0.7330827;0.7634274;0.7913117;0.8109196;0.8272901;0.8356592;0.8393373;0.8418414;0.8445197;0.8484272;0.8521519;0.8560672;0.8609185;0.8655759;0.8703322;0.8748203;0.8792607;0.8834188;0.8868807;0.8901992;0.8927832;0.8948439;0.8964871;0.8978990;0.8983379;0.8986781;0.8985801;0.8976923;0.8966431;0.8955094;0.8939556;0.8919155;0.8890652;0.8840801;0.8739902;0.8560307;0.8384800;0.8239217;0.8128628;0.8069033;0.8041746;0.8026836;0.8011014;0.7996884;0.7990045;0.7992952;0.8010829;0.8035491;0.8064074;0.8094596;0.8122740;0.8148506;0.8172958;0.8192520;0.8206419;0.8212336;0.8211296;0.8202193;0.8182535;0.8148474;0.8100706;0.8039306;0.7958629;0.7857656;0.7732469;0.7584560;0.7420012;0.7245889;0.7074249;0.6914762;0.6763807;0.6602607;0.6403483;0.6125778;0.5725338;0.5193992;0.4589325;0.4015600;0.3551227;0.3216728;0.2993342;0.2849621;0.2759064;0.2704763;0.2676495;0.2664925;0.2664638;0.2679919;0.2715808;0.2770788;0.2848708;0.2941444;0.3044905;0.3156758;0.3275573;0.3397966;0.3523922;0.3650142;0.3774001;0.3897571;0.4018325;0.4134784;0.4249046;0.4359595;0.4462527;0.4561814;0.4656141;0.4742737;0.4825885;0.4905749;0.4978713;0.5048332;0.5112240;0.5169016;0.5222599;0.5269490;0.5310633;0.5346511;0.5377287;0.5401899;0.5420393;0.5430431;0.5434918
