"Leaf_ID";"IDVar";"Water_treatment"
"5018_2022-07-26_calib";"V3099";"WD1"
"5018_2022-07-19_HD";"V3099";"WD1"
"5018_2022-07-26_HD";"V3099";"WD1"
"5010_2022-07-26_calib";"V3099";"WD2"
"5010_2022-07-19_HD";"V3099";"WD2"
"5010_2022-07-26_HD";"V3099";"WD2"
"5230_2022-07-19_HD";"V1232";"WW"
"5231_2022-07-19_HD";"V1232";"WD1"
"5236_2022-07-19_HD";"V1232";"WD2"
"4533_2022-07-13_HD";"V1354";"WW"
"4530_2022-07-13_HD";"V1354";"WD1"
"4536_2022-07-13_HD";"V1354";"WD2"
"6172_2022-07-19_HD";"V2543";"WW"
"6177_2022-07-19_HD";"V2543";"WD1"
"6170_2022-07-19_HD";"V2543";"WD2"
"7285_2022-07-13_HD";"V2903";"WW"
"6351_2022-07-13_HD";"V2903";"WD1"
"6352_2022-07-13_HD";"V2903";"WD2"
"6744_2022-07-26_calib";"V3591";"WW"
"6744_2022-07-19_HD";"V3591";"WW"
"6740_2022-07-26_calib";"V3591";"WD1"
"6740_2022-07-19_HD";"V3591";"WD1"
"6745_2022-07-26_calib";"V3591";"WD2"
"6745_2022-07-19_HD";"V3591";"WD2"
"4700_2022-07-06_calib";"V2057";"WW"
"4700_2022-07-06_HD";"V2057";"WW"
"4703_2022-07-06_calib";"V2057";"WD1"
"4703_2022-07-06_HD";"V2057";"WD1"
"4707_2022-07-06_calib";"V2057";"WD2"
"4707_2022-07-06_HD";"V2057";"WD2"
"5842_2022-07-06_calib";"V1576";"WW"
"5842_2022-07-26_calib";"V1576";"WW"
"5842_2022-07-21_HD";"V1576";"WW"
"5843_2022-07-06_calib";"V1576";"WD1"
"5843_2022-07-26_calib";"V1576";"WD1"
"5843_2022-07-21_HD";"V1576";"WD1"
"5846_2022-07-06_calib";"V1576";"WD2"
"5846_2022-07-26_calib";"V1576";"WD2"
"5846_2022-07-21_HD";"V1576";"WD2"
"4246_2022-07-06_calib";"V380";"WW"
"4246_2022-07-21_HD";"V380";"WW"
"4241_2022-07-06_calib";"V380";"WD1"
"4241_2022-07-21_HD";"V380";"WD1"
"4243_2022-07-06_calib";"V380";"WD2"
"4243_2022-07-21_HD";"V380";"WD2"
"5513_2022-07-06_calib";"V3427";"WW"
"5513_2022-07-06_HD";"V3427";"WW"
"5517_2022-07-06_calib";"V3427";"WD1"
"5517_2022-07-06_HD";"V3427";"WD1"
"5510_2022-07-06_calib";"V3427";"WD2"
"5510_2022-07-06_HD";"V3427";"WD2"
"6138_2022-07-06_HD";"V2472";"WW"
"6131_2022-07-06_HD";"V2472";"WD1"
"6137_2022-07-06_HD";"V2472";"WD2"
"6445_2022-07-06_calib";"V3224";"WW"
"6445_2022-07-21_HD";"V3224";"WW"
"6446_2022-07-06_calib";"V3224";"WD1"
"6446_2022-07-21_HD";"V3224";"WD1"
"6441.1_2022-07-06_calib";"V3224";"WD2"
"6441.1_2022-07-21_HD";"V3224";"WD2"
"6142_2022-07-06_calib";"V2500";"WW"
"6142_2022-07-06_HD";"V2500";"WW"
"6144_2022-07-06_calib";"V2500";"WD1"
"6144_2022-07-06_HD";"V2500";"WD1"
"6148_2022-07-06_calib";"V2500";"WD2"
"6148_2022-07-06_HD";"V2500";"WD2"
"6608_2022-07-21_HD";"V3448";"WW"
"6603_2022-07-21_HD";"V3448";"WD1"
"6607_2022-07-21_HD";"V3448";"WD2"
"6214_2022-07-21_HD";"V2635";"WW"
"6216_2022-07-21_HD";"V2635";"WD1"
"6211_2022-07-21_HD";"V2635";"WD2"
"5257_2022-07-06_calib";"V1245";"WW"
"5257_2022-07-06_HD";"V1245";"WW"
"5253_2022-07-06_calib";"V1245";"WD1"
"5253_2022-07-06_HD";"V1245";"WD1"
"5251_2022-07-06_calib";"V1245";"WD2"
"5251_2022-07-06_HD";"V1245";"WD2"
"4279_2022-07-19_HD";"V411";"WW"
"4272_2022-07-19_HD";"V411";"WD1"
"4270_2022-07-19_HD";"V411";"WD2"
"4312_2022-07-26_calib";"V443";"WW"
"4312_2022-07-19_HD";"V443";"WW"
"4311_2022-07-26_calib";"V443";"WD1"
"4311_2022-07-19_HD";"V443";"WD1"
"4313_2022-07-26_calib";"V443";"WD2"
"4313_2022-07-19_HD";"V443";"WD2"
"4642_2022-07-19_HD";"V219";"WW"
"4640_2022-07-19_HD";"V219";"WD1"
"4649_2022-07-19_HD";"V219";"WD2"
"4626_2022-07-26_calib";"V176";"WW"
"4626_2022-07-19_HD";"V176";"WW"
"4625_2022-07-26_calib";"V176";"WD1"
"4625_2022-07-19_HD";"V176";"WD1"
"4628_2022-07-26_calib";"V176";"WD2"
"4628_2022-07-19_HD";"V176";"WD2"
"5364_2022-07-19_HD";"V1827";"WW"
"5361_2022-07-19_HD";"V1827";"WD1"
"5360_2022-07-19_HD";"V1827";"WD2"
"5346_2022-07-07_HD";"V1784";"WW"
"5341_2022-07-07_HD";"V1784";"WD1"
"4101_2022-07-07_HD";"V80";"WW"
"4102_2022-07-07_HD";"V80";"WD1"
"4108_2022-07-07_HD";"V80";"WD2"
"4017_2022-07-19_HD";"V9";"WW"
"4018_2022-07-19_HD";"V9";"WD1"
"4013_2022-07-19_HD";"V9";"WD2"
"6190_2022-07-19_HD";"V2621";"WD1"
"6191_2022-07-19_HD";"V2621";"WD2"
"5571_2022-07-07_HD";"V227";"WW"
"5574_2022-07-07_HD";"V227";"WD1"
"5570_2022-07-07_HD";"V227";"WD2"
"5347_2022-07-07_HD";"V1784";"WW"
"5343_2022-07-07_HD";"V1784";"WD1"
"5345_2022-07-07_HD";"V1784";"WD2"
"6707_2022-07-21_calib";"V3521";"WW"
"6707_2022-07-21_HD";"V3521";"WW"
"6702_2022-07-21_calib";"V3521";"WD1"
"6702_2022-07-21_HD";"V3521";"WD1"
"6568_2022-07-21_calib";"V3379";"WW"
"6568_2022-07-21_HD";"V3379";"WW"
"6566_2022-07-21_calib";"V3379";"WD1"
"6566_2022-07-21_HD";"V3379";"WD1"
"6565_2022-07-21_calib";"V3379";"WD2"
"6565_2022-07-21_HD";"V3379";"WD2"
"4010_2022-07-21_calib";"V9";"WW"
"4010_2022-07-21_HD";"V9";"WW"
"4011_2022-07-21_calib";"V9";"WD1"
"4011_2022-07-21_HD";"V9";"WD1"
"4014_2022-07-21_calib";"V9";"WD2"
"4014_2022-07-21_HD";"V9";"WD2"
"6143_2022-07-07_HD";"V2500";"WW"
"6145_2022-07-07_HD";"V2500";"WD1"
"6146_2022-07-07_HD";"V2500";"WD2"
"4928_2022-07-21_calib";"V3090";"WW"
"4928_2022-07-21_HD";"V3090";"WW"
"4922_2022-07-21_calib";"V3090";"WD1"
"4922_2022-07-21_HD";"V3090";"WD1"
"4924_2022-07-21_calib";"V3090";"WD2"
"4924_2022-07-21_HD";"V3090";"WD2"
"4247_2022-07-21_calib";"V380";"WW"
"4247_2022-07-21_HD";"V380";"WW"
"4240_2022-07-21_calib";"V380";"WD1"
"4240_2022-07-21_HD";"V380";"WD1"
"4244_2022-07-21_calib";"V380";"WD2"
"4244_2022-07-21_HD";"V380";"WD2"
"6197_2022-07-21_calib";"V2621";"WW"
"6197_2022-07-21_HD";"V2621";"WW"
"6193_2022-07-21_calib";"V2621";"WD1"
"6193_2022-07-21_HD";"V2621";"WD1"
"6195_2022-07-21_calib";"V2621";"WD2"
"6195_2022-07-21_HD";"V2621";"WD2"
"6807_2022-07-21_calib";"V3746";"WW"
"6807_2022-07-21_HD";"V3746";"WW"
"6803_2022-07-21_calib";"V3746";"WD1"
"6803_2022-07-21_HD";"V3746";"WD1"
"6801_2022-07-21_calib";"V3746";"WD2"
"6801_2022-07-21_HD";"V3746";"WD2"
"5841_2022-07-21_calib";"V1576";"WW"
"5841_2022-07-21_HD";"V1576";"WW"
"5845_2022-07-21_calib";"V1576";"WD1"
"5845_2022-07-21_HD";"V1576";"WD1"
"5848_2022-07-21_calib";"V1576";"WD2"
"5848_2022-07-21_HD";"V1576";"WD2"
"4104_2022-07-13_HD";"V80";"WW"
"4100_2022-07-13_HD";"V80";"WD1"
"4107_2022-07-13_HD";"V80";"WD2"
"6714_2022-07-21_calib";"V3551";"WW"
"6714_2022-07-21_HD";"V3551";"WW"
"6719_2022-07-21_calib";"V3551";"WD1"
"6719_2022-07-21_HD";"V3551";"WD1"
"6712_2022-07-21_calib";"V3551";"WD2"
"6712_2022-07-21_HD";"V3551";"WD2"
"5366_2022-07-21_HD";"V1827";"WW"
"5362_2022-07-21_HD";"V1827";"WD1"
"5363_2022-07-21_HD";"V1827";"WD2"
"5014_2022-07-26_HD";"V3099";"WW"
"5013_2022-07-26_HD";"V3099";"WD1"
"5011_2022-07-26_HD";"V3099";"WD2"
"5577_2022-07-07_HD";"V227";"WW"
"5578_2022-07-07_HD";"V227";"WD1"
"5572_2022-07-07_HD";"V227";"WD2"
"5861_2022-07-13_HD";"V1631";"WW"
"5868_2022-07-13_HD";"V1631";"WD1"
"5867_2022-07-13_HD";"V1631";"WD2"
"4627_2022-07-21_HD";"V176";"WW"
"4623_2022-07-21_HD";"V176";"WD1"
"4629_2022-07-21_HD";"V176";"WD2"
"4535_2022-07-13_HD";"V1354";"WW"
"4531_2022-07-13_HD";"V1354";"WD1"
"4532_2022-07-13_HD";"V1354";"WD2"
"4292_2022-07-21_HD";"V424";"WW"
"4291_2022-07-21_HD";"V424";"WD1"
"4293_2022-07-21_HD";"V424";"WD2"
"6217_2022-07-21_HD";"V2635";"WW"
"6210_2022-07-21_HD";"V2635";"WD1"
"6212_2022-07-21_HD";"V2635";"WD2"
"5003_2022-07-22_HD";"V3093";"WW"
"5000_2022-07-22_HD";"V3093";"WD1"
"5007_2022-07-22_HD";"V3093";"WD2"
"5271_2022-07-21_calib";"V1301";"WW"
"5271_2022-07-21_HD";"V1301";"WW"
"5277_2022-07-21_calib";"V1301";"WD1"
"5277_2022-07-21_HD";"V1301";"WD1"
"5272_2022-07-21_calib";"V1301";"WD2"
"5272_2022-07-21_HD";"V1301";"WD2"
"4645_2022-07-22_HD";"V219";"WW"
"4641_2022-07-22_HD";"V219";"WD1"
"4643_2022-07-22_HD";"V219";"WD2"
"5514_2022-06-30_HD";"V3427";"WW"
"5518_2022-06-30_HD";"V3427";"WD1"
"5512_2022-06-30_HD";"V3427";"WD2"
"6132_2022-06-30_HD";"V2472";"WW"
"6136_2022-06-30_HD";"V2472";"WD1"
"6130_2022-06-30_HD";"V2472";"WD2"
"5258_2022-06-30_HD";"V1245";"WW"
"5250_2022-06-30_HD";"V1245";"WD1"
"5252_2022-06-30_HD";"V1245";"WD2"
"4702_2022-07-13_HD";"V2057";"WW"
"4704_2022-07-13_HD";"V2057";"WD1"
"4709_2022-07-13_HD";"V2057";"WD2"
"6747_2022-07-22_HD";"V3591";"WW"
"6742_2022-07-22_HD";"V3591";"WD1"
"6743_2022-07-22_HD";"V3591";"WD2"
"4906_2022-07-22_HD";"V2968";"WW"
"4902_2022-07-22_HD";"V2968";"WD1"
"6602_2022-07-22_HD";"V3448";"WW"
"6604_2022-07-22_HD";"V3448";"WD1"
"6606_2022-07-22_HD";"V3448";"WD2"
"5234_2022-07-22_HD";"V1232";"WW"
"5235_2022-07-22_HD";"V1232";"WD1"
"5232_2022-07-22_HD";"V1232";"WD2"
"4183_2022-07-22_HD";"V328";"WW"
"4187_2022-07-22_HD";"V328";"WD1"
"4181_2022-07-22_HD";"V328";"WD2"
"6176_2022-07-22_HD";"V2543";"WW"
"6173_2022-07-22_HD";"V2543";"WD1"
"6171_2022-07-22_HD";"V2543";"WD2"
"6443_2022-07-22_HD";"V3224";"WW"
"6440_2022-07-22_HD";"V3224";"WD1"
"6441.2_2022-07-22_HD";"V3224";"WD2"
"4873_2022-07-22_HD";"V2747";"WW"
"4879_2022-07-22_HD";"V2747";"WD1"
"4875_2022-07-22_HD";"V2747";"WD2"
"4315_2022-07-22_HD";"V443";"WW"
"4310_2022-07-22_HD";"V443";"WD1"
"4316_2022-07-22_HD";"V443";"WD2"
"5729_2022-07-22_HD";"V1217";"WW"
"5724_2022-07-22_HD";"V1217";"WD1"
"5726_2022-07-22_HD";"V1217";"WD2"
"7286_2022-07-13_HD";"V2903";"WW"
"6350_2022-07-13_HD";"V2903";"WD1"
"6355_2022-07-13_HD";"V2903";"WD2"
"4275_2022-07-22_HD";"V411";"WW"
"4273_2022-07-22_HD";"V411";"WD1"
"4277_2022-07-22_HD";"V411";"WD2"
"4044_2022-07-13_HD";"V26";"WW"
"4041_2022-07-13_HD";"V26";"WD1"
"4047_2022-07-13_HD";"V26";"WD2"
"5427_2022-07-25_HD";"V2953";"WW"
"5421_2022-07-25_HD";"V2953";"WD1"
"5424_2022-07-25_HD";"V2953";"WD2"
"6737_2022-07-25_HD";"V3575";"WW"
"6731_2022-07-25_HD";"V3575";"WD1"
"6733_2022-07-25_HD";"V3575";"WD2"
"5560_2022-07-25_HD";"V167";"WW"
"5562_2022-07-25_HD";"V167";"WD1"
"5568_2022-07-25_HD";"V167";"WD2"
"5460_2022-07-25_HD";"V3341";"WW"
"5462_2022-07-25_HD";"V3341";"WD1"
"5464_2022-07-25_HD";"V3341";"WD2"
"5887_2022-07-25_HD";"V1648";"WW"
"5886_2022-07-25_HD";"V1648";"WD1"
"5882_2022-07-25_HD";"V1648";"WD2"
"7805_2022-07-13_HD";"V6859";"WW"
"7808_2022-07-13_HD";"V6859";"WD1"
"7811_2022-07-13_HD";"V6859";"WD2"
"5905_2022-07-13_HD";"V1654";"WW"
"5908_2022-07-13_HD";"V1654";"WD1"
"5900_2022-07-13_HD";"V1654";"WD2"
"4028_2022-07-25_HD";"V11";"WW"
"4027_2022-07-25_HD";"V11";"WD1"
"4026_2022-07-25_HD";"V11";"WD2"
"4086_2022-07-25_HD";"V53";"WW"
"4081_2022-07-25_HD";"V53";"WD1"
"4083_2022-07-25_HD";"V53";"WD2"
"6486_2022-07-13_HD";"V3264";"WW"
"6482_2022-07-13_HD";"V3264";"WD1"
"6484_2022-07-13_HD";"V3264";"WD2"
"5045_2022-07-25_HD";"V3151";"WW"
"5041_2022-07-25_HD";"V3151";"WD1"
"5043_2022-07-25_HD";"V3151";"WD2"
"5215_2022-07-25_HD";"V1844";"WW"
"5211_2022-07-25_HD";"V1844";"WD1"
"5213_2022-07-25_HD";"V1844";"WD2"
"4257_2022-07-25_HD";"V390";"WW"
"4252_2022-07-25_HD";"V390";"WD1"
"4254_2022-07-25_HD";"V390";"WD2"
"6276_2022-07-25_HD";"V2694";"WW"
"6271_2022-07-25_HD";"V2694";"WD1"
"6273_2022-07-25_HD";"V2694";"WD2"
"5786_2022-07-25_HD";"V1284";"WW"
"5781_2022-07-25_HD";"V1284";"WD1"
"5782_2022-07-25_HD";"V1284";"WD2"
"4375_2022-07-25_HD";"V632";"WW"
"4371_2022-07-25_HD";"V632";"WD1"
"4373_2022-07-25_HD";"V632";"WD2"
"6577_2022-07-25_HD";"V3420";"WW"
"6571_2022-07-25_HD";"V3420";"WD1"
"6574_2022-07-25_HD";"V3420";"WD2"
"4887_2022-07-25_HD";"V2892";"WW"
"4882_2022-07-25_HD";"V2892";"WD1"
"4885_2022-07-25_HD";"V2892";"WD2"
"5337_2022-07-25_HD";"V1629";"WW"
"5331_2022-07-25_HD";"V1629";"WD1"
"5335_2022-07-25_HD";"V1629";"WD2"
"5795_2022-07-25_HD";"V1287";"WW"
"5791_2022-07-25_HD";"V1287";"WD1"
"5793_2022-07-25_HD";"V1287";"WD2"
"4636_2022-07-13_HD";"V211";"WW"
"4631_2022-07-13_HD";"V211";"WD1"
"4633_2022-07-13_HD";"V211";"WD2"
"5206_2022-07-25_HD";"V1814";"WW"
"5201_2022-07-25_HD";"V1814";"WD1"
"5202_2022-07-25_HD";"V1814";"WD2"
"5477_2022-07-25_HD";"V3346";"WW"
"5471_2022-07-25_HD";"V3346";"WD1"
"5474_2022-07-25_HD";"V3346";"WD2"
"5075_2022-07-25_HD";"V3184";"WW"
"5071_2022-07-25_HD";"V3184";"WD1"
"5073_2022-07-25_HD";"V3184";"WD2"
"6048_2022-07-25_HD";"V2243";"WW"
"6042_2022-07-25_HD";"V2243";"WD1"
"6045_2022-07-25_HD";"V2243";"WD2"
"4387_2022-07-25_HD";"V672";"WW"
"4382_2022-07-25_HD";"V672";"WD1"
"4385_2022-07-25_HD";"V672";"WD2"
"6126_2022-07-25_HD";"V2471";"WW"
"6121_2022-07-25_HD";"V2471";"WD1"
"6124_2022-07-25_HD";"V2471";"WD2"
"4866_2022-07-25_HD";"V2655";"WW"
"4861_2022-07-25_HD";"V2655";"WD1"
"4864_2022-07-25_HD";"V2655";"WD2"
"6406_2022-07-25_HD";"V3167";"WW"
"6401_2022-07-25_HD";"V3167";"WD1"
"6404_2022-07-25_HD";"V3167";"WD2"
"7813_2022-07-11_HD";"V6859";"WW"
"7804_2022-07-11_HD";"V6859";"WD1"
"5426_2022-07-26_HD";"V2953";"WW"
"5429_2022-07-26_HD";"V2953";"WD1"
"5422_2022-07-26_HD";"V2953";"WD2"
"5569_2022-07-22_HD";"V167";"WW"
"5561_2022-07-22_HD";"V167";"WD1"
"5564_2022-07-22_HD";"V167";"WD2"
"4020_2022-07-26_HD";"V11";"WW"
"4023_2022-07-26_HD";"V11";"WD1"
"4025_2022-07-26_HD";"V11";"WD2"
"5901_2022-07-13_HD";"V1654";"WW"
"5904_2022-07-13_HD";"V1654";"WD1"
"5903_2022-07-13_HD";"V1654";"WD2"
"5883_2022-07-22_HD";"V1648";"WW"
"5885_2022-07-22_HD";"V1648";"WD1"
"5880_2022-07-22_HD";"V1648";"WD2"
"5465_2022-07-22_HD";"V3341";"WW"
"5466_2022-07-22_HD";"V3341";"WD1"
"5463_2022-07-22_HD";"V3341";"WD2"
"6735_2022-07-22_HD";"V3575";"WW"
"6730_2022-07-22_HD";"V3575";"WD1"
"6732_2022-07-22_HD";"V3575";"WD2"
"4386_2022-07-22_HD";"V672";"WW"
"4380_2022-07-22_HD";"V672";"WD1"
"4384_2022-07-22_HD";"V672";"WD2"
"4085_2022-07-19_HD";"V53";"WW"
"4080_2022-07-19_HD";"V53";"WD1"
"4082_2022-07-19_HD";"V53";"WD2"
"4374_2022-07-19_HD";"V632";"WW"
"4370_2022-07-19_HD";"V632";"WD1"
"4372_2022-07-19_HD";"V632";"WD2"
"5794_2022-07-19_HD";"V1287";"WW"
"5790_2022-07-19_HD";"V1287";"WD1"
"5792_2022-07-19_HD";"V1287";"WD2"
"5044_2022-07-19_HD";"V3151";"WW"
"5040_2022-07-19_HD";"V3151";"WD1"
"5042_2022-07-19_HD";"V3151";"WD2"
"5074_2022-07-19_HD";"V3184";"WW"
"5070_2022-07-19_HD";"V3184";"WD1"
"5072_2022-07-19_HD";"V3184";"WD2"
"4256_2022-07-19_HD";"V390";"WW"
"4250_2022-07-19_HD";"V390";"WD1"
"4253_2022-07-19_HD";"V390";"WD2"
"4634_2022-07-13_HD";"V211";"WW"
"4630_2022-07-13_HD";"V211";"WD1"
"4632_2022-07-13_HD";"V211";"WD2"
"5336_2022-07-19_HD";"V1629";"WW"
"5330_2022-07-19_HD";"V1629";"WD1"
"5334_2022-07-19_HD";"V1629";"WD2"
"4886_2022-07-19_HD";"V2892";"WW"
"4881_2022-07-19_HD";"V2892";"WD1"
"4884_2022-07-19_HD";"V2892";"WD2"
"6125_2022-07-19_HD";"V2471";"WW"
"6120_2022-07-19_HD";"V2471";"WD1"
"6123_2022-07-19_HD";"V2471";"WD2"
"6485_2022-07-13_HD";"V3264";"WW"
"6480_2022-07-13_HD";"V3264";"WD1"
"6483_2022-07-13_HD";"V3264";"WD2"
"6405_2022-07-22_HD";"V3167";"WW"
"6400_2022-07-22_HD";"V3167";"WD1"
"6403_2022-07-22_HD";"V3167";"WD2"
"5785_2022-07-22_HD";"V1284";"WW"
"5780_2022-07-22_HD";"V1284";"WD1"
"5783_2022-07-22_HD";"V1284";"WD2"
"5214_2022-07-22_HD";"V1844";"WW"
"5210_2022-07-22_HD";"V1844";"WD1"
"5212_2022-07-22_HD";"V1844";"WD2"
"6046_2022-07-22_HD";"V2243";"WW"
"6041_2022-07-22_HD";"V2243";"WD1"
"6044_2022-07-22_HD";"V2243";"WD2"
"5204_2022-07-22_HD";"V1814";"WW"
"5200_2022-07-22_HD";"V1814";"WD1"
"5203_2022-07-22_HD";"V1814";"WD2"
"4865_2022-07-22_HD";"V2655";"WW"
"4860_2022-07-22_HD";"V2655";"WD1"
"4863_2022-07-22_HD";"V2655";"WD2"
"6575_2022-07-22_HD";"V3420";"WW"
"6570_2022-07-22_HD";"V3420";"WD1"
"6572_2022-07-22_HD";"V3420";"WD2"
"6275_2022-07-22_HD";"V2694";"WW"
"6270_2022-07-22_HD";"V2694";"WD1"
"6272_2022-07-22_HD";"V2694";"WD2"
"5476_2022-07-22_HD";"V3346";"WW"
"5470_2022-07-22_HD";"V3346";"WD1"
"5473_2022-07-22_HD";"V3346";"WD2"
